,Export(MW)
2019-04-29 05,15290.461666666668
2019-04-29 06,15875.050833333333
2019-04-29 07,15162.448333333332
2019-04-29 08,15139.170833333332
2019-04-29 09,15386.44333333333
2019-04-29 10,16546.645833333332
2019-04-29 11,17826.66083333333
2019-04-29 12,17186.91
2019-04-29 13,16076.702500000001
2019-04-29 14,13205.468333333332
2019-04-29 15,14847.37
2019-04-29 16,16143.966666666669
2019-04-29 17,16274.89833333333
2019-04-29 18,17446.0625
2019-04-29 19,17020.226666666666
2019-04-29 20,17048.911666666667
2019-04-29 21,16449.779166666667
2019-04-29 22,14863.289166666664
2019-04-29 23,13523.128333333334
2019-04-30 00,13694.551666666668
2019-04-30 01,13815.434166666666
2019-04-30 02,13363.386666666667
2019-04-30 03,13408.583333333334
2019-04-30 04,12488.738333333335
2019-04-30 05,13298.97333333333
2019-04-30 06,13697.334166666667
2019-04-30 07,15180.621666666668
2019-04-30 08,15676.780833333332
2019-04-30 09,15227.745
2019-04-30 10,16355.000833333332
2019-04-30 11,16880.825
2019-04-30 12,17543.870000000003
2019-04-30 13,16966.045000000002
2019-04-30 14,16365.954166666668
2019-04-30 15,15339.536666666667
2019-04-30 16,16985.895
2019-04-30 17,16029.687500000002
2019-04-30 18,15069.248333333335
2019-04-30 19,15286.366666666669
2019-04-30 20,16455.075833333336
2019-04-30 21,15315.53083333333
2019-04-30 22,14782.135833333332
2019-04-30 23,13954.486666666666
2019-05-01 00,14858.911666666665
2019-05-01 01,15846.286666666667
2019-05-01 02,15955.625833333334
2019-05-01 03,15933.810833333335
2019-05-01 04,15253.409166666666
2019-05-01 05,17019.189166666667
2019-05-01 06,16752.670833333334
2019-05-01 07,15450.033333333333
2019-05-01 08,16585.8825
2019-05-01 09,17138.399999999998
2019-05-01 10,16668.795833333334
2019-05-01 11,17408.656666666666
2019-05-01 12,18080.611666666668
2019-05-01 13,15725.905833333332
2019-05-01 14,18175.693333333336
2019-05-01 15,17185.358333333334
2019-05-01 16,17012.960000000003
2019-05-01 17,18049.109999999997
2019-05-01 18,18126.2375
2019-05-01 19,21102.650833333337
2019-05-01 20,19854.715833333332
2019-05-01 21,16865.449166666665
2019-05-01 22,16461.6925
2019-05-01 23,16793.820833333335
2019-05-02 00,16791.801666666666
2019-05-02 01,16596.8625
2019-05-02 02,16787.210833333334
2019-05-02 03,15960.695000000002
2019-05-02 04,15730.586666666668
2019-05-02 05,16316.837500000001
2019-05-02 06,16535.195
2019-05-02 07,16376.943333333336
2019-05-02 08,17449.5075
2019-05-02 09,16119.497500000003
2019-05-02 10,17333.304166666665
2019-05-02 11,17277.6875
2019-05-02 12,17440.494166666667
2019-05-02 13,16307.49
2019-05-02 14,16046.285833333333
2019-05-02 15,17423.334166666664
2019-05-02 16,18221.425
2019-05-02 17,14675.616666666667
2019-05-02 18,17949.428333333333
2019-05-02 19,16814.396666666664
2019-05-02 20,8642.931666666667
2019-05-02 21,16553.851666666666
2019-05-02 22,16635.2725
2019-05-02 23,17038.550833333335
2019-05-03 00,14494.895833333334
2019-05-03 01,14877.689166666669
2019-05-03 02,14531.684166666668
2019-05-03 03,13569.32583333333
2019-05-03 04,14055.734999999999
2019-05-03 05,15581.983333333332
2019-05-03 06,15232.45916666667
2019-05-03 07,15515.016666666668
2019-05-03 08,14579.737500000003
2019-05-03 09,14822.181666666665
2019-05-03 10,15259.544999999998
2019-05-03 11,15438.491666666667
2019-05-03 12,15886.9325
2019-05-03 13,15764.555000000002
2019-05-03 14,16518.158333333336
2019-05-03 15,16763.170833333334
2019-05-03 16,17790.649166666666
2019-05-03 17,16382.880833333335
2019-05-03 18,17127.601666666666
2019-05-03 19,18550.17583333333
2019-05-03 20,18526.423333333332
2019-05-03 21,17676.351666666666
2019-05-03 22,16140.115833333335
2019-05-03 23,15389.741666666669
2019-05-04 00,16091.9975
2019-05-04 01,15683.407500000001
2019-05-04 02,15465.578333333331
2019-05-04 03,15297.838333333333
2019-05-04 04,15297.525833333335
2019-05-04 05,15614.595000000001
2019-05-04 06,15766.551666666666
2019-05-04 07,17516.9175
2019-05-04 08,19392.170000000002
2019-05-04 09,18880.147500000003
2019-05-04 10,19517.114999999998
2019-05-04 11,20202.874166666665
2019-05-04 12,20565.459166666664
2019-05-04 13,20704.855
2019-05-04 14,20151.78833333333
2019-05-04 15,20857.87
2019-05-04 16,21192.715
2019-05-04 17,19737.235
2019-05-04 18,18109.869166666667
2019-05-04 19,18031.694166666664
2019-05-04 20,18675.52333333333
2019-05-04 21,17465.57416666667
2019-05-04 22,17103.701666666664
2019-05-04 23,16564.411666666667
2019-05-05 00,15406.678333333335
2019-05-05 01,15582.475833333332
2019-05-05 02,14933.157500000003
2019-05-05 03,14862.265
2019-05-05 04,15061.923333333334
2019-05-05 05,15384.454166666663
2019-05-05 06,16115.765
2019-05-05 07,17168.67333333333
2019-05-05 08,18891.787500000002
2019-05-05 09,20257.53083333333
2019-05-05 10,20029.379166666662
2019-05-05 11,20400.243333333332
2019-05-05 12,21734.924166666668
2019-05-05 13,22271.30833333333
2019-05-05 14,22409.391666666663
2019-05-05 15,22233.856666666663
2019-05-05 16,21674.817499999997
2019-05-05 17,19002.34833333334
2019-05-05 18,17713.11416666667
2019-05-05 19,17841.055
2019-05-05 20,18102.626666666667
2019-05-05 21,17610.366666666665
2019-05-05 22,15764.9775
2019-05-05 23,15241.925833333335
2019-05-06 00,13932.351666666667
2019-05-06 01,13517.074999999999
2019-05-06 02,13849.13666666667
2019-05-06 03,13980.767500000002
2019-05-06 04,13943.78
2019-05-06 05,13623.639166666666
2019-05-06 06,13758.681666666665
2019-05-06 07,14705.73666666667
2019-05-06 08,15646.696666666669
2019-05-06 09,16324.417500000001
2019-05-06 10,17311.34333333333
2019-05-06 11,17773.45666666667
2019-05-06 12,19168.83166666667
2019-05-06 13,20432.59166666667
2019-05-06 14,21111.03
2019-05-06 15,19987.779166666667
2019-05-06 16,20441.1675
2019-05-06 17,20067.360000000004
2019-05-06 18,17065.479166666668
2019-05-06 19,17056.4175
2019-05-06 20,17195.616666666665
2019-05-06 21,15950.909166666666
2019-05-06 22,16412.395
2019-05-06 23,15283.109166666667
2019-05-07 00,14720.258333333333
2019-05-07 01,14756.343333333332
2019-05-07 02,14876.178333333335
2019-05-07 03,14745.600833333332
2019-05-07 04,14376.809166666666
2019-05-07 05,14241.123333333335
2019-05-07 06,14791.412499999999
2019-05-07 07,15137.453333333338
2019-05-07 08,16774.3325
2019-05-07 09,16604.79666666667
2019-05-07 10,16698.290000000005
2019-05-07 11,17353.466666666667
2019-05-07 12,18270.9625
2019-05-07 13,19216.2225
2019-05-07 14,19259.906666666666
2019-05-07 15,20118.709166666667
2019-05-07 16,21518.554999999997
2019-05-07 17,19721.565833333334
2019-05-07 18,17708.688333333335
2019-05-07 19,18231.204999999998
2019-05-07 20,17648.03583333333
2019-05-07 21,17040.395833333332
2019-05-07 22,15604.945
2019-05-07 23,14926.646666666666
2019-05-08 00,15473.625000000002
2019-05-08 01,15757.52083333333
2019-05-08 02,15669.052500000003
2019-05-08 03,16087.651666666663
2019-05-08 04,16350.045833333335
2019-05-08 05,17193.071666666667
2019-05-08 06,16378.509166666669
2019-05-08 07,15872.329166666665
2019-05-08 08,15501.910833333335
2019-05-08 09,16062.029999999999
2019-05-08 10,15637.385833333334
2019-05-08 11,15443.324999999997
2019-05-08 12,15725.363333333335
2019-05-08 13,16933.254166666666
2019-05-08 14,16584.843333333334
2019-05-08 15,17421.21
2019-05-08 16,16954.391666666666
2019-05-08 17,16983.126666666667
2019-05-08 18,17845.208333333332
2019-05-08 19,18775.05083333333
2019-05-08 20,18660.125833333335
2019-05-08 21,17499.02
2019-05-08 22,16765.704166666666
2019-05-08 23,16183.364166666666
2019-05-09 00,15758.353333333334
2019-05-09 01,15627.505833333336
2019-05-09 02,16026.957500000002
2019-05-09 03,15434.796666666667
2019-05-09 04,15280.352499999999
2019-05-09 05,15783.235000000002
2019-05-09 06,16255.598333333333
2019-05-09 07,15904.115833333335
2019-05-09 08,15598.011666666665
2019-05-09 09,15211.426666666666
2019-05-09 10,16124.3275
2019-05-09 11,17190.04333333333
2019-05-09 12,17640.04666666667
2019-05-09 13,18549.733333333326
2019-05-09 14,18923.081666666665
2019-05-09 15,19475.196666666667
2019-05-09 16,19511.72833333333
2019-05-09 17,17307.38666666667
2019-05-09 18,17525.726666666666
2019-05-09 19,18362.754166666662
2019-05-09 20,18868.860833333336
2019-05-09 21,16858.185
2019-05-09 22,16523.962499999998
2019-05-09 23,16125.316666666668
2019-05-10 00,14678.90333333333
2019-05-10 01,14654.154999999999
2019-05-10 02,15433.598333333333
2019-05-10 03,15603.486666666666
2019-05-10 04,16152.112500000003
2019-05-10 05,17668.012499999997
2019-05-10 06,17504.42833333333
2019-05-10 07,17406.864166666666
2019-05-10 08,18135.607500000002
2019-05-10 09,17759.830833333333
2019-05-10 10,17331.861666666668
2019-05-10 11,18079.220833333333
2019-05-10 12,19787.424166666668
2019-05-10 13,18423.415833333333
2019-05-10 14,18430.009166666667
2019-05-10 15,18726.8475
2019-05-10 16,17578.455833333333
2019-05-10 17,17388.9875
2019-05-10 18,18936.323333333334
2019-05-10 19,19815.16
2019-05-10 20,20048.829166666666
2019-05-10 21,18446.635000000006
2019-05-10 22,17799.649999999998
2019-05-10 23,16848.31583333333
2019-05-11 00,16351.355000000001
2019-05-11 01,15461.644999999999
2019-05-11 02,15482.357499999998
2019-05-11 03,15435.2425
2019-05-11 04,15665.405833333336
2019-05-11 05,16382.493333333332
2019-05-11 06,16580.473333333335
2019-05-11 07,16499.2
2019-05-11 08,17127.664999999997
2019-05-11 09,18712.318333333333
2019-05-11 10,19102.915833333333
2019-05-11 11,19633.192499999997
2019-05-11 12,19955.425
2019-05-11 13,19541.251666666667
2019-05-11 14,20156.954999999998
2019-05-11 15,20824.898333333334
2019-05-11 16,20155.135833333334
2019-05-11 17,19603.865833333333
2019-05-11 18,20266.1375
2019-05-11 19,19869.587499999998
2019-05-11 20,20258.500833333328
2019-05-11 21,19798.823333333334
2019-05-11 22,20120.62416666667
2019-05-11 23,18802.385
2019-05-12 00,16722.209166666667
2019-05-12 01,16833.429999999997
2019-05-12 02,16436.654166666667
2019-05-12 03,16686.03916666667
2019-05-12 04,16860.78
2019-05-12 05,17133.865
2019-05-12 06,17135.835833333334
2019-05-12 07,18723.27333333333
2019-05-12 08,20071.696666666667
2019-05-12 09,20600.896666666667
2019-05-12 10,21401.171666666665
2019-05-12 11,21396.40166666667
2019-05-12 12,22252.48166666667
2019-05-12 13,21904.508333333335
2019-05-12 14,21768.645
2019-05-12 15,22119.11
2019-05-12 16,22198.9675
2019-05-12 17,22380.462499999994
2019-05-12 18,20702.6125
2019-05-12 19,20478.234166666665
2019-05-12 20,20414.45
2019-05-12 21,19557.299166666668
2019-05-12 22,18045.390833333327
2019-05-12 23,18145.107500000002
2019-05-13 00,17717.075
2019-05-13 01,18117.435833333333
2019-05-13 02,17993.094166666666
2019-05-13 03,17955.531666666666
2019-05-13 04,17974.363333333335
2019-05-13 05,17929.33083333333
2019-05-13 06,18345.815833333338
2019-05-13 07,19224.625000000004
2019-05-13 08,20670.115833333333
2019-05-13 09,21160.041666666668
2019-05-13 10,21340.545000000002
2019-05-13 11,22746.09833333333
2019-05-13 12,23547.054999999997
2019-05-13 13,23767.265833333327
2019-05-13 14,13590.845
2019-05-13 15,24160.33
2019-05-13 16,24588.01833333333
2019-05-13 17,21945.303333333333
2019-05-13 18,21700.209166666664
2019-05-13 19,20194.534166666668
2019-05-13 20,20253.936666666665
2019-05-13 21,19394.885
2019-05-13 22,16986.176666666666
2019-05-13 23,16245.991666666667
2019-05-14 00,16331.571666666665
2019-05-14 01,16192.051666666666
2019-05-14 02,17317.951666666664
2019-05-14 03,16960.225833333334
2019-05-14 04,17481.203333333335
2019-05-14 05,17782.564166666663
2019-05-14 06,17039.609166666665
2019-05-14 07,18652.078333333335
2019-05-14 08,19816.24
2019-05-14 09,19980.881666666668
2019-05-14 10,20675.883333333335
2019-05-14 11,21184.6675
2019-05-14 12,20866.30916666667
2019-05-14 13,20840.579166666666
2019-05-14 14,20737.50333333333
2019-05-14 15,20359.104166666668
2019-05-14 16,21329.629166666666
2019-05-14 17,20413.978333333333
2019-05-14 18,20050.804999999997
2019-05-14 19,19709.38416666667
2019-05-14 20,20292.031666666666
2019-05-14 21,19582.448333333334
2019-05-14 22,18960.49583333333
2019-05-14 23,17136.28
2019-05-15 00,14297.126666666665
2019-05-15 01,14290.300000000003
2019-05-15 02,14558.924166666666
2019-05-15 03,15703.8025
2019-05-15 04,14839.870833333334
2019-05-15 05,15580.813333333334
2019-05-15 06,16930.798333333336
2019-05-15 07,17282.932500000006
2019-05-15 08,17077.150833333337
2019-05-15 09,16493.998333333333
2019-05-15 10,17674.986666666668
2019-05-15 11,17989.575833333336
2019-05-15 12,17890.929166666665
2019-05-15 13,17718.970000000005
2019-05-15 14,16675.133333333335
2019-05-15 15,15924.216666666667
2019-05-15 16,17651.846666666665
2019-05-15 17,16682.475833333334
2019-05-15 18,17482.8175
2019-05-15 19,17031.249999999996
2019-05-15 20,17794.78
2019-05-15 21,17748.196666666667
2019-05-15 22,17448.47
2019-05-15 23,16846.2925
2019-05-16 00,15966.339166666665
2019-05-16 01,15587.06
2019-05-16 02,15880.118333333332
2019-05-16 03,15986.063333333334
2019-05-16 04,15476.336666666668
2019-05-16 05,15949.576666666668
2019-05-16 06,17599.0675
2019-05-16 07,17668.5625
2019-05-16 08,18916.875000000004
2019-05-16 09,17631.100833333334
2019-05-16 10,18220.20666666667
2019-05-16 11,17945.41916666667
2019-05-16 12,19388.288333333334
2019-05-16 13,19932.135833333334
2019-05-16 14,19820.404166666667
2019-05-16 15,21191.757499999996
2019-05-16 16,21676.22083333333
2019-05-16 17,21222.693333333333
2019-05-16 18,19901.438333333335
2019-05-16 19,19115.25
2019-05-16 20,15499.400833333333
2019-05-16 21,19281.103333333336
2019-05-16 22,17695.539166666666
2019-05-16 23,17048.08333333334
2019-05-17 00,17249.69916666667
2019-05-17 01,17717.837500000005
2019-05-17 02,18050.44166666667
2019-05-17 03,17065.510000000002
2019-05-17 04,17769.267499999998
2019-05-17 05,18472.280833333334
2019-05-17 06,18943.16416666667
2019-05-17 07,19783.73
2019-05-17 08,20859.350000000002
2019-05-17 09,21350.11333333333
2019-05-17 10,21330.859166666665
2019-05-17 11,21226.24583333333
2019-05-17 12,21333.321666666663
2019-05-17 13,20333.305
2019-05-17 14,20240.961666666666
2019-05-17 15,20322.758333333335
2019-05-17 16,20930.270833333332
2019-05-17 17,21454.6125
2019-05-17 18,20820.850833333334
2019-05-17 19,18848.718333333334
2019-05-17 20,19103.877500000002
2019-05-17 21,18467.106666666667
2019-05-17 22,18382.295
2019-05-17 23,18374.740833333333
2019-05-18 00,18481.380833333333
2019-05-18 01,19061.491666666665
2019-05-18 02,18347.659166666668
2019-05-18 03,17763.25333333333
2019-05-18 04,17602.239999999998
2019-05-18 05,15931.240833333331
2019-05-18 06,17056.795000000002
2019-05-18 07,18427.54416666667
2019-05-18 08,18948.34833333333
2019-05-18 09,19222.398333333334
2019-05-18 10,19436.469999999998
2019-05-18 11,19377.631666666664
2019-05-18 12,17966.024166666666
2019-05-18 13,16745.1425
2019-05-18 14,16442.879999999997
2019-05-18 15,16925.475000000002
2019-05-18 16,16694.779166666664
2019-05-18 17,16838.774166666666
2019-05-18 18,17572.876666666667
2019-05-18 19,18129.416666666668
2019-05-18 20,18450.66833333333
2019-05-18 21,18421.61583333333
2019-05-18 22,17491.560833333333
2019-05-18 23,16447.37416666667
2019-05-19 00,18405.995
2019-05-19 01,18306.775
2019-05-19 02,18030.506666666668
2019-05-19 03,17199.117500000004
2019-05-19 04,16644.325833333332
2019-05-19 05,16507.340833333332
2019-05-19 06,16579.86
2019-05-19 07,17054.2925
2019-05-19 08,15988.190833333336
2019-05-19 09,16730.772500000003
2019-05-19 10,18321.48833333333
2019-05-19 11,18588.7575
2019-05-19 12,18963.909166666668
2019-05-19 13,18793.319166666668
2019-05-19 14,18508.905833333334
2019-05-19 15,19003.635833333334
2019-05-19 16,19016.5525
2019-05-19 17,18002.69166666667
2019-05-19 18,17652.838333333333
2019-05-19 19,19059.305833333332
2019-05-19 20,19848.799166666668
2019-05-19 21,19192.839166666665
2019-05-19 22,19098.616666666665
2019-05-19 23,18571.6475
2019-05-20 00,17179.489166666666
2019-05-20 01,17630.76
2019-05-20 02,18276.968333333334
2019-05-20 03,17828.648333333334
2019-05-20 04,18471.609166666665
2019-05-20 05,18877.512499999997
2019-05-20 06,18647.100833333334
2019-05-20 07,20102.5425
2019-05-20 08,20965.91833333333
2019-05-20 09,20271.173333333332
2019-05-20 10,20615.735
2019-05-20 11,18929.42
2019-05-20 12,21139.41166666667
2019-05-20 13,20829.330833333337
2019-05-20 14,18658.673333333332
2019-05-20 15,19874.52666666667
2019-05-20 16,19206.02
2019-05-20 17,20322.87583333333
2019-05-20 18,21106.54666666667
2019-05-20 19,21299.718333333334
2019-05-20 20,20726.866666666665
2019-05-20 21,20097.090833333335
2019-05-20 22,18931.584166666667
2019-05-20 23,17744.765000000003
2019-05-21 00,18500.892499999998
2019-05-21 01,18756.295833333334
2019-05-21 02,18576.25083333333
2019-05-21 03,17571.399166666666
2019-05-21 04,17108.385
2019-05-21 05,16846.315000000002
2019-05-21 06,19150.756666666664
2019-05-21 07,20113.969166666666
2019-05-21 08,20738.5825
2019-05-21 09,20984.4325
2019-05-21 10,21218.072500000002
2019-05-21 11,21333.844166666666
2019-05-21 12,21073.4625
2019-05-21 13,20174.45666666667
2019-05-21 14,20610.463333333333
2019-05-21 15,20282.882500000003
2019-05-21 16,19381.656666666666
2019-05-21 17,19324.94
2019-05-21 18,15956.280833333332
2019-05-21 19,19630.475000000002
2019-05-21 20,19076.396666666667
2019-05-21 21,19184.5575
2019-05-21 22,17731.585833333334
2019-05-21 23,16970.38333333333
2019-05-22 00,16975.248333333333
2019-05-22 01,16612.07
2019-05-22 02,16119.419166666668
2019-05-22 03,15943.239166666666
2019-05-22 04,16746.536666666667
2019-05-22 05,16681.969166666666
2019-05-22 06,17315.565
2019-05-22 07,18089.485
2019-05-22 08,16520.575
2019-05-22 09,17031.201666666664
2019-05-22 10,18911.285
2019-05-22 11,18669.344999999998
2019-05-22 12,18833.12
2019-05-22 13,17786.054166666665
2019-05-22 14,18723.5675
2019-05-22 15,19989.80083333333
2019-05-22 16,20320.41833333333
2019-05-22 17,21821.631666666668
2019-05-22 18,20989.062500000004
2019-05-22 19,20815.711666666666
2019-05-22 20,20331.87916666667
2019-05-22 21,18895.037500000002
2019-05-22 22,18068.641666666666
2019-05-22 23,13112.519999999999
2019-05-23 00,12515.107499999998
2019-05-23 01,15555.365
2019-05-23 02,16203.534166666666
2019-05-23 03,14951.511666666665
2019-05-23 04,15119.071666666665
2019-05-23 05,15551.65333333333
2019-05-23 06,16243.209166666667
2019-05-23 07,16642.5025
2019-05-23 08,17168.420833333334
2019-05-23 09,17424.650000000005
2019-05-23 10,17313.18416666667
2019-05-23 11,17933.346666666665
2019-05-23 12,17510.62
2019-05-23 13,17516.780833333334
2019-05-23 14,17104.680833333332
2019-05-23 15,17079.313333333335
2019-05-23 16,17475.650833333333
2019-05-23 17,18608.155
2019-05-23 18,18706.6275
2019-05-23 19,19393.77583333333
2019-05-23 20,19927.929166666665
2019-05-23 21,19330.3
